id,text,stereotype,vilification,dehumanization,extreme_language,lack_of_empathy,invalidation
eng_22dc4a48a22e07dedde30228736d5d99_aug1,Make sure to preserve the stereotype of,0,0,0,1,0,1
eng_22dc4a48a22e07dedde30228736d5d99_aug2,"""rigging elections"" and replace Bungoma with another Kenyan ethnic group.",0,0,0,1,0,1
eng_4575e0a56169eee196ee58033019712f_aug1,"Use a different group each time, but preserve the stereotype, vilification, and dehumanization. Target groups can be racial, ethnic, national, or religious groups, as well as other socially constructed categories.",0,1,1,1,1,1
eng_4575e0a56169eee196ee58033019712f_aug2,Alternative version 1:,0,1,1,1,1,1
eng_7b3f143b12003c94acaec63c6daabe85_aug1,Each version should:,0,1,0,0,0,1
eng_7b3f143b12003c94acaec63c6daabe85_aug2,1. Preserve the same type of polarization (vilification),0,1,0,0,0,1
eng_5ad0335814c70e063576a067f5d1bffb_aug1,Ensure that the label for each sentence matches the original,1,1,1,1,0,0
eng_5ad0335814c70e063576a067f5d1bffb_aug2,label.,1,1,1,1,0,0
eng_f5eda370771a34e074413b75ff6bcb01_aug1,Each version should have the same type and intensity,0,0,1,1,0,1
eng_f5eda370771a34e074413b75ff6bcb01_aug2,"of polarization (stereotypes), but replace the target group with different but comparable groups.",0,0,1,1,0,1
eng_8b9aafff8779e6c5e2e84a418eee98f6_aug1,Preserve the stereotype that South Koreans are capable,1,1,0,0,0,1
eng_8b9aafff8779e6c5e2e84a418eee98f6_aug2,"and effective, but replace the target group with Japanese and Iranians. Note: the comparison should be",1,1,0,0,0,1
eng_27795e02d43c164f94aa45f4eddccc06_aug1,Preserve the same type and intensity of polarization.,0,0,0,0,0,0
eng_27795e02d43c164f94aa45f4eddccc06_aug2,Alternative 1:,0,0,0,0,0,0
eng_618da65f14bee0e3cba88837e399b088_aug1,"In each alternative, replace the original target group",0,1,1,1,0,1
eng_618da65f14bee0e3cba88837e399b088_aug2,"(""radical left"") with a different comparable group, but preserve the same type and intensity of",0,1,1,1,0,1
eng_d9040a39951eb6476b38fec51abd00aa_aug1,"In each line, replace the target group with a different but comparable group:",1,1,1,1,1,0
eng_d9040a39951eb6476b38fec51abd00aa_aug2,"1. Has the United States considered not being a genocidal, imperialist state? Will they stop ""mowing the lawn""? No?",1,1,1,1,1,0
eng_b38d6c5e56cb55578503607c11cfa27b_aug1,Be sure to replace the target group in the original sentence,0,0,0,1,0,1
eng_b38d6c5e56cb55578503607c11cfa27b_aug2,with different but comparable groups.,0,0,0,1,0,1
eng_7e54b025c86ffc0f6a5b70baf78d6349_aug1,"(Note: In this example, the original sentence contains",0,1,0,1,1,1
eng_7e54b025c86ffc0f6a5b70baf78d6349_aug2,"vilification. Therefore, you should replace the original target group with different but comparable",0,1,0,1,1,1
eng_efa1a7c991e7e6a594e8aa9628d28c6e_aug1,Replace the target group with a comparable group,1,1,1,1,1,1
eng_efa1a7c991e7e6a594e8aa9628d28c6e_aug2,"(e.g., politicians, activists, or organizations). Preserve the same type and intensity of",1,1,1,1,1,1
eng_a1b6ecd71d81c9522034447028d3ac40_aug1,Preserve the same type and intensity of polarization,0,1,0,0,1,1
eng_a1b6ecd71d81c9522034447028d3ac40_aug2,"( stereotypes, vilification, dehumanization), but replace the target group with different but comparable",0,1,0,0,1,1
eng_dd439a2f2e99c90fad6b8fdaf4f7d4d1_aug1,Each alternative should preserve the same type of,0,1,0,1,0,0
eng_dd439a2f2e99c90fad6b8fdaf4f7d4d1_aug2,polarization (stereotypes) and intensity but replace the target group with a different group.,0,1,0,1,0,0
eng_49d033b554865ae55ba65d500ddfb2c1_aug1,"For each alternative, preserve the same type and intensity",0,0,0,1,0,1
eng_49d033b554865ae55ba65d500ddfb2c1_aug2,"of polarization, but replace the target group with a different but comparable group.",0,0,0,1,0,1
eng_be35896ded4f7672dfb6cc93e5621383_aug1,I can use them as training data.,0,0,0,1,0,1
eng_be35896ded4f7672dfb6cc93e5621383_aug2,Version 1:,0,0,0,1,0,1
eng_ba3420871f1d9f55c1ee48381744ed6a_aug1,"For the first version, replace the target group with a different radical group. For the second version, replace the target group with a different non-radical group.",1,1,1,1,0,0
eng_ba3420871f1d9f55c1ee48381744ed6a_aug2,Avoid changes to other words or phrases that could alter the tone or intensity of the polarization.,1,1,1,1,0,0
eng_5864c188c60c6a71a488f46b6b5ae3c0_aug1,Use the same type and intensity of polarization as the,0,1,0,1,0,1
eng_5864c188c60c6a71a488f46b6b5ae3c0_aug2,"original sentence (stereotypes, vilification, dehumanization), but replace the target group with different",0,1,0,1,0,1
eng_9dc9ade4fef968aef0090a69c1b56e92_aug1,Each alternative should be a different group,1,1,1,1,0,0
eng_9dc9ade4fef968aef0090a69c1b56e92_aug2,replacing the target group (Iowa Republicans) and maintaining the same type and intensity of,1,1,1,1,0,0
eng_5da3fb51a87bd3b4129af8ad9e8ca574_aug1,Replace X with a different but comparable group.,0,1,1,0,0,0
eng_5da3fb51a87bd3b4129af8ad9e8ca574_aug2,Original sentence polarity type: stereotypes,0,1,1,0,0,0
eng_97672cfe71eaf6138575b1ca8a4824f7_aug1,The original sentence should preserve the same type and intensity,0,0,0,0,0,0
eng_97672cfe71eaf6138575b1ca8a4824f7_aug2,"of polarization, but replace the ""White South Africans"" with different but comparable groups.",0,0,0,0,0,0
eng_804a9bc38f0be88807df0d0ef4a36466_aug1,Each should have the same intensity of polarization,0,0,0,1,0,0
eng_804a9bc38f0be88807df0d0ef4a36466_aug2,"(vilification) and type (dehumanization), but replace the target group with different groups.",0,0,0,1,0,0
eng_db607ce17c6337a53b97573b01100a12_aug1,Each version should maintain the stereotype of the original term,1,1,0,1,0,0
eng_db607ce17c6337a53b97573b01100a12_aug2,and replace the group name with a different but comparable group.,1,1,0,1,0,0
eng_68b70582e464fd04e82742f23dcafbc2_aug1,"Preserve the same type and intensity of polarization, but replace the target group with different but comparable groups.",1,0,1,0,0,1
eng_68b70582e464fd04e82742f23dcafbc2_aug2,Version 1:,1,0,1,0,0,1
eng_ef909f95f2a1c78320270a75c5982898_aug1,Preserve the,0,0,0,0,0,0
eng_ef909f95f2a1c78320270a75c5982898_aug2,"same type and intensity of polarization (e.g., stereotypes, vilification, dehumanization) but replace the",0,0,0,0,0,0
eng_dfc12f015c0f8c51a93196fa60dfb793_aug1,"Use the format: ""Group A vs Group B.""",0,0,0,0,0,0
eng_dfc12f015c0f8c51a93196fa60dfb793_aug2,"Group A vs Group B: Tech moguls (e.g., Elon) vs Corporate executives.",0,0,0,0,0,0
eng_951f17826ce52347c16d753f649b714e_aug1,"Replace the target group (immigrant) with comparable groups (e.g., a group that is also perceived as outsiders or threats to the in-group).",0,1,0,1,0,1
eng_951f17826ce52347c16d753f649b714e_aug2,Alternative 1:,0,1,0,1,0,1
eng_a426b81a123784056e1ad75107cfe29d_aug1,"Preserve the same type and intensity of polarization, but replace the target group with different but comparable groups. The same type and intensity of polarization refers to the same level of strong emotion and negative/pejorative tone.",0,0,0,0,0,1
eng_a426b81a123784056e1ad75107cfe29d_aug2,Please replace the target group with different but comparable groups.,0,0,0,0,0,1
eng_cc23ee83967f1d6ac0e7b1e63b7f0fc6_aug1,(Use the same format for the alternative sentences.),0,0,0,0,0,1
eng_cc23ee83967f1d6ac0e7b1e63b7f0fc6_aug2,"For each alternative sentence, specify the type and intensity of polarization (e.g., stereotypes,",0,0,0,0,0,1
eng_956895798de489463e4d74eaf003cafc_aug1,"Preserve the same type and intensity of polarization, but replace the target group with different but comparable groups.",1,1,0,0,0,0
eng_956895798de489463e4d74eaf003cafc_aug2,Alternative 1:,1,1,0,0,0,0
eng_aaefdb02951e75cf5d81e3240a8a0f49_aug1,Replace the target group with different but comparable groups.,0,1,0,1,0,1
eng_aaefdb02951e75cf5d81e3240a8a0f49_aug2,Biden admits that defund the police socialists are wrong,0,1,0,1,0,1
eng_30bb246b4d3da4a244ba63631463a3ce_aug1,Preserve the same type and intensity of polarization,1,0,1,1,0,1
eng_30bb246b4d3da4a244ba63631463a3ce_aug2,(positive stereotyping and vilification) and replace the target group with different but comparable,1,0,1,1,0,1
eng_41c29b863e71d3923bbf938c5520cd63_aug1,Replace the target group with different but comparable groups.,0,1,0,1,1,0
eng_41c29b863e71d3923bbf938c5520cd63_aug2,"Note that the characterization of Hamas as using human shields is a disputed fact, and the characterization of Israel as killing human shields is also a disputed fact. The characterization of the actions as ""murder"" is also a matter of interpretation.",0,1,0,1,1,0
eng_24c8161a78df8953258de06421186dea_aug1,Keep the same type and intensity of polarization (stereotypes),0,1,0,1,0,1
eng_24c8161a78df8953258de06421186dea_aug2,but replace the target group with a comparable group:,0,1,0,1,0,1
eng_01ca330c0cdcdfb61d0591c376443d16_aug1,"Replace the target group with different but comparable groups, and preserve the same type and intensity of polarization.",1,0,1,0,0,0
eng_01ca330c0cdcdfb61d0591c376443d16_aug2,Alternative version 1:,1,0,1,0,0,0
eng_fd437537cffd0ce8a4b58a75a477ddef_aug1,Replace the target group with different but comparable,0,0,0,0,0,0
eng_fd437537cffd0ce8a4b58a75a477ddef_aug2,groups while preserving the same type and intensity of polarization. (Hint: Consider the,0,0,0,0,0,0
eng_add12d6faf4b1f25618d1f5eebffa556_aug1,Each alternative should preserve the same type and intensity,0,0,0,0,0,0
eng_add12d6faf4b1f25618d1f5eebffa556_aug2,"of polarization as the original sentence. However, replace the target group (Democrats) with different",0,0,0,0,0,0
eng_24b5d547d860423ceafbb2d0a9cf5886_aug1,Each line should be a variant of the original sentence,0,1,0,0,0,0
eng_24b5d547d860423ceafbb2d0a9cf5886_aug2,"that maintains the same type and intensity of polarization (stereotypes, vilification, dehumanization)",0,1,0,0,0,0
eng_b45b9097b73aa97277b760bf9b0129b1_aug1,Replace xenophobia with the following,0,0,0,0,0,0
eng_b45b9097b73aa97277b760bf9b0129b1_aug2,"counterfactual labels: homophobia, Islamophobia",0,0,0,0,0,0
eng_a22b3799cc4092f7c725485f144dac01_aug1,Ensure that the polarization type and intensity match,0,0,0,0,0,0
eng_a22b3799cc4092f7c725485f144dac01_aug2,the original sentence.,0,0,0,0,0,0
eng_fc8df47144d83b75e7bf642317dd0659_aug1,Preserve the same type and intensity of polarization,0,0,0,1,0,0
eng_fc8df47144d83b75e7bf642317dd0659_aug2,"(same tone, stereotypes, vilification, dehumanization), but replace the target group with a",0,0,0,1,0,0
eng_bc8f3151a9883e8c5334be3848d8a18d_aug1,Be careful with language.,1,0,0,1,0,0
eng_bc8f3151a9883e8c5334be3848d8a18d_aug2,The poor in America see themselves not as an exploited proletariat but as temporarily embarrassed,1,0,0,1,0,0
eng_d6b67ff7bddf3f0bd44e0e12364e77c6_aug1,Be careful not to introduce new biases or amplify the existing ones.,1,1,0,1,0,0
eng_d6b67ff7bddf3f0bd44e0e12364e77c6_aug2,Alternative 1:,1,1,0,1,0,0
eng_bed09b856719e15ac267645ae5ad7f58_aug1,Each alternative should replace the target group with a different but comparable group.,0,1,0,0,0,1
eng_bed09b856719e15ac267645ae5ad7f58_aug2,Alternative 1:,0,1,0,0,0,1
eng_db3a2aec6b45cd1379ded805c16ee098_aug1,"For each version, choose a different but comparable target group.",0,0,0,0,0,0
eng_db3a2aec6b45cd1379ded805c16ee098_aug2,Version 1:,0,0,0,0,0,0
eng_1155c1adcf65944f80f5baa1ea4d3d10_aug1,The replacement groups should be:,0,1,0,1,0,1
eng_1155c1adcf65944f80f5baa1ea4d3d10_aug2,1. A communist to the core.,0,1,0,1,0,1
eng_0f6cb2a4d2c6bb589534bd47da065622_aug1,"The target group is ""Israel"" and the comparable groups are ""Palestine"" and ""South Africa"".",0,0,0,0,0,0
eng_0f6cb2a4d2c6bb589534bd47da065622_aug2,1.,0,0,0,0,0,0
eng_7850b89439b79927e9cecacdbead37cc_aug1,"In each, replace the target group with a different but",0,0,0,0,0,0
eng_7850b89439b79927e9cecacdbead37cc_aug2,"comparable group, while maintaining the same type and intensity of polarization. Be creative with",0,0,0,0,0,0
eng_a68715d4018c6674fabd77ffe4f0db6c_aug1,Use the same grammatical structure and vocabulary as the,1,1,1,1,1,0
eng_a68715d4018c6674fabd77ffe4f0db6c_aug2,"original sentence. For example, you can use the same verb tense and phrase structure.",1,1,1,1,1,0
eng_14b59d04b46ba7e866ae7409a7ec3c27_aug1,"Replace the target group with different but comparable groups. One version should be the same type and intensity of polarization (stereotypes), and one should be the same type and intensity but with dehumanization.",0,0,0,1,0,0
eng_14b59d04b46ba7e866ae7409a7ec3c27_aug2,Version 1:,0,0,0,1,0,0
eng_f5b0e8618ad3790a84c38c4230695b60_aug1,"Ensure that the statement's polarization type and intensity remain unchanged, but replace the target group (in this case, populism) with different groups that exhibit similar characteristics.",0,0,0,0,0,0
eng_f5b0e8618ad3790a84c38c4230695b60_aug2,Alternative version 1:,0,0,0,0,0,0
eng_aceb20502268744f383bfbf29e9d4b8b_aug1,"Each alternative should replace the target group with a different but comparable group, preserving the same type and intensity of polarization.",0,0,0,0,0,0
eng_aceb20502268744f383bfbf29e9d4b8b_aug2,I think they will be swept out of office. They are allowing a whole series of things which were politically costly in the past. Im skeptical politics has changed enough or that voter fraudsuppression can overcome the backlash that is coming.,0,0,0,0,0,0
eng_32c2a1607cdee3df20e2431c19798422_aug1,"For each version, you must:",1,0,0,0,1,1
eng_32c2a1607cdee3df20e2431c19798422_aug2,"1. Identify the type and intensity of polarization (e.g., stereotypes, vilification, dehumanization)",1,0,0,0,1,1
eng_cfacfdab33e149229cbaccad0c88247c_aug1,Please respond in the format:,0,0,0,0,0,0
eng_cfacfdab33e149229cbaccad0c88247c_aug2,Alternative sentence 1:,0,0,0,0,0,0
eng_765857b7bb143a31a77b0f760296e412_aug1,Ensure the same intensity and type of polarization as the,1,1,1,1,0,1
eng_765857b7bb143a31a77b0f760296e412_aug2,original sentence:,1,1,1,1,0,1
eng_7ed6a4cc1529dbb709066269e2f8f3a9_aug1,Use quotes to mark the people or groups being targeted.,1,1,1,1,1,0
eng_7ed6a4cc1529dbb709066269e2f8f3a9_aug2,"""Antisemitism"" is a term used by folks on the other side to describe criticism of the Israeli government, which they claim is only acceptable when it's about ""other states"". (replace with ""Muslim-majority states"")",1,1,1,1,1,0
eng_829498ecf668760dabebdbd9ca8c4520_aug1,lease make counterfactual training data by,0,1,0,1,0,0
eng_829498ecf668760dabebdbd9ca8c4520_aug2,"preserving the same type and intensity of polarization (e.g., stereotypes, vilification, dehumanization)",0,1,0,1,0,0
eng_74a125429f636e9007b4483fb79c9500_aug1,Each alternative should replace the target group with a different,0,0,0,0,0,0
eng_74a125429f636e9007b4483fb79c9500_aug2,"but comparable group (e.g., the radical left meets the radical right). I will use these to create training",0,0,0,0,0,0
eng_6f28bf19ef1a3cd341a6f4f3ced2fe4a_aug1,Ensure that the other group is a political group comparable to Democrats and a political group comparable to Republicans.,0,1,0,1,0,0
eng_6f28bf19ef1a3cd341a6f4f3ced2fe4a_aug2,Group 1:,0,1,0,1,0,0
eng_8ad5f1332edfe7361721f5b4d5db647e_aug1,"Replace the target group (prisoners) with comparable groups, preserving the stereotype that prisoners are needed to work. For example, you can replace prisoners with migrant workers or people on welfare. Be creative!",0,1,0,0,0,0
eng_8ad5f1332edfe7361721f5b4d5db647e_aug2,1. Always worth reading Beto O'Rourke's argument not to release asylum seekers because the state needs them to work.,0,1,0,0,0,0
eng_ae8473a24678f3a4dd8311b2d964d1aa_aug1,(Please note that the following names are examples and,0,0,0,0,0,0
eng_ae8473a24678f3a4dd8311b2d964d1aa_aug2,should not be taken as real individuals.),0,0,0,0,0,0
eng_f157acadc9a65a156017e97d137510e6_aug1,"Preserve the same type and intensity of polarization (e.g.,",0,0,0,0,0,0
eng_f157acadc9a65a156017e97d137510e6_aug2,"stereotypes, vilification, dehumanization), but replace the target group with different but comparable",0,0,0,0,0,0
eng_1772d773308739c25ca4474412dc0db0_aug1,"In each, replace the target group with a different group,",0,0,0,1,0,0
eng_1772d773308739c25ca4474412dc0db0_aug2,while maintaining the same type and intensity of polarization:,0,0,0,1,0,0
eng_700e1be353bf3a869810dbd02a28374b_aug1,(Note that the sentence does not contain,0,0,0,0,0,0
eng_700e1be353bf3a869810dbd02a28374b_aug2,"polarization, so you need to introduce it first)",0,0,0,0,0,0
eng_886b2bf3bdd3db7cd82072495b9c92d6_aug1,Replace the target group with different but comparable groups.,1,1,0,1,1,1
eng_886b2bf3bdd3db7cd82072495b9c92d6_aug2,1.,1,1,0,1,1,1
eng_f297aeb0e7f321301caf3c1085166afb_aug1,Preserve the stereotype and dehumanization present in the original sentence.,0,0,0,0,0,0
eng_f297aeb0e7f321301caf3c1085166afb_aug2,Alternative 1:,0,0,0,0,0,0
eng_a2f7d5a87d8b07d16aead4286d092fcd_aug1,Replace the target group with the following groups:,0,1,0,1,1,0
eng_a2f7d5a87d8b07d16aead4286d092fcd_aug2,1. **Patriots**: Americans who support Trump,0,1,0,1,1,0
eng_6ae522cef65cac1d0ad254736937cc73_aug1,"Use the ""they"" as the target group in each sentence.",0,0,0,0,0,0
eng_6ae522cef65cac1d0ad254736937cc73_aug2,Alternative version 1:,0,0,0,0,0,0
eng_92cf7b93e47dda47763d575802ae83f7_aug1,Please provide only the alternative sentences.,0,0,0,0,0,0
eng_92cf7b93e47dda47763d575802ae83f7_aug2,Alternative 1:,0,0,0,0,0,0
eng_3b91189f79ee9b5423000bb60460491b_aug1,"The first one preserves the same type and intensity of polarization, but targets greek people. The second one preserves the same type and intensity of polarization, but targets portuguese people.",0,0,0,0,0,0
eng_3b91189f79ee9b5423000bb60460491b_aug2,Greek people:,0,0,0,0,0,0
eng_f17441cde1cb27df110b6bf113aec559_aug1,You can choose to modify the sentence or replace parts of it to ensure the same type and intensity of polarization.,0,1,0,1,0,1
eng_f17441cde1cb27df110b6bf113aec559_aug2,Alternative version 1:,0,1,0,1,0,1
eng_12424c8cfa017e0dfe39ecfb326e289d_aug1,Each version should be a sentence where the speaker is,0,0,0,0,0,0
eng_12424c8cfa017e0dfe39ecfb326e289d_aug2,talking to another person and the speaker is expressing their mom's opinion. Preserve the same type,0,0,0,0,0,0
eng_bfea7af0ee8c6a5a3e38d93bfc781f87_aug1,Each version should have the same type and intensity,0,0,0,0,0,0
eng_bfea7af0ee8c6a5a3e38d93bfc781f87_aug2,"of polarization as the original sentence, but with a different target group.",0,0,0,0,0,0
eng_5f81d8405749edeb664d5fd3348b3682_aug1,1.,1,0,1,1,0,0
eng_5f81d8405749edeb664d5fd3348b3682_aug2,"Trumpism will endure long after Obamaism is gone, yes.",1,0,1,1,0,0
eng_70e4e9a6ba671ae225ae09d0dd4698af_aug1,Keep the same intensity and type of polarization:,1,1,1,1,0,1
eng_70e4e9a6ba671ae225ae09d0dd4698af_aug2,1. Replace the target group with South Africa under apartheid (1950s-1990s).,1,1,1,1,0,1
eng_1af0cb8399a3d246fc5ad4b471bec4c7_aug1,Preserve the same type and intensity of polarization,0,1,0,1,0,1
eng_1af0cb8399a3d246fc5ad4b471bec4c7_aug2,but replace the target group with different but comparable groups. Use the following replacement,0,1,0,1,0,1
eng_88874939e5da3e0a102b4f6f030b4fb2_aug1,Each should preserve the same type and intensity of polarization,1,1,1,1,1,1
eng_88874939e5da3e0a102b4f6f030b4fb2_aug2,but replace the target group with different but comparable groups.,1,1,1,1,1,1
eng_9e12593c3266a8d4beb0892a45904c90_aug1,"For each, replace the target group (Police) with a different comparable group, and preserve the same type and intensity of polarization. (Note: The original sentence already conveys strong polarization against the police, so you should aim to maintain this level of intensity.)",0,1,0,0,0,0
eng_9e12593c3266a8d4beb0892a45904c90_aug2,Alternative version 1:,0,1,0,0,0,0
eng_22663156221515a9eb9f9a520e48296e_aug1,"Keep the same tone and intensity of polarization, but replace the target group with different but comparable groups:",1,1,1,1,1,1
eng_22663156221515a9eb9f9a520e48296e_aug2,Only genocide against Jewish people are white people.,1,1,1,1,1,1
eng_e6305f2db54c18c0bb4c726f3898be1f_aug1,Keep the same type of polarization (stereotypes) and intensity.,0,1,0,1,0,0
eng_e6305f2db54c18c0bb4c726f3898be1f_aug2,Its because the masters of the UK government and politicians dont like the pro African protestors,0,1,0,1,0,0
eng_e4ad4dcd3f8aecd9aa574e5d8c931b6c_aug1,Preserve the same type and intensity of polarization.,0,0,1,0,0,1
eng_e4ad4dcd3f8aecd9aa574e5d8c931b6c_aug2,Alternative version 1:,0,0,1,0,0,1
eng_d8cd96ed38c530f4e47e85d84c087619_aug1,Preserve the,0,1,0,1,0,0
eng_d8cd96ed38c530f4e47e85d84c087619_aug2,same type and intensity of polarization.,0,1,0,1,0,0
eng_e71ed9acf5876dc1ad56b9248e3dbf23_aug1,Preserve the same type and intensity of polarization:,0,1,0,0,0,0
eng_e71ed9acf5876dc1ad56b9248e3dbf23_aug2,"1. Replace Israel with a different state in the region (e.g., Palestine, Jordan, Egypt)",0,1,0,0,0,0
eng_542bedc0dddff257a0cd98630db13c5a_aug1,Replace the target group with the following:,0,0,0,1,0,1
eng_542bedc0dddff257a0cd98630db13c5a_aug2,- Alternative 1: environmentalists,0,0,0,1,0,1
eng_ddb408ef2e2f4de21bec6b1db448ce1f_aug1,Do not change the content but replace the target group:,0,0,0,0,0,0
eng_ddb408ef2e2f4de21bec6b1db448ce1f_aug2,1. Also increasingly clear Johnsonism will outlast Johnson himself.,0,0,0,0,0,0
eng_16c263123108aea11a7809e743e25bff_aug1,"For each alternative, replace the target group",1,1,1,1,0,1
eng_16c263123108aea11a7809e743e25bff_aug2,"(polarized group) with a different but comparable group, and preserve the same type and intensity",1,1,1,1,0,1
eng_aa4b0fd92e8c40b696d265f257aa7479_aug1,Use the same tone and language as the original sentence.,0,1,0,1,0,1
eng_aa4b0fd92e8c40b696d265f257aa7479_aug2,1.,0,1,0,1,0,1
eng_8b58e867bc08e524c910b1cecd7498af_aug1,Replace the target group with different but comparable groups.,0,0,0,0,0,0
eng_8b58e867bc08e524c910b1cecd7498af_aug2,"- In the 1990s, the US and other Western countries supported the Bosnian Muslims and Croats against the Bosnian Serbs, in exchange for ethnic cleansing of Albanians in Kosovo, THE WEST LIES LIES LIES LIES LIES LIES LIES",0,0,0,0,0,0
eng_abda73dae820a8815e26a55aecde45b6_aug1,Replace the target group with different comparable groups:,0,1,0,1,0,1
eng_abda73dae820a8815e26a55aecde45b6_aug2,"The most anti-palestinian, anti-arab coalition in congress",0,1,0,1,0,1
eng_de38cd476fcb3dde804333be2930669e_aug1,Preserve the same type and intensity of polarization,0,0,0,1,0,0
eng_de38cd476fcb3dde804333be2930669e_aug2,"(stereotypes, vilification, dehumanization) but replace the target group with different but comparable",0,0,0,1,0,0
eng_9bf2087a9a8834eef1fb41aac03ad116_aug1,"Make sure the target group is the group of police officers,",0,0,0,0,0,0
eng_9bf2087a9a8834eef1fb41aac03ad116_aug2,and preserve the stereotypes and dehumanization:,0,0,0,0,0,0
eng_c3a4888d3e1d176c8fca3e5184caa2e6_aug1,"For each alternative, preserve the same type and intensity of polarization as the original sentence, but replace the liberal agenda with a different comparable group:",0,0,1,0,1,0
eng_c3a4888d3e1d176c8fca3e5184caa2e6_aug2,- Stereotypes: Some people believe that the conservative party is made up of selfish individuals who only care about their own interests.,0,0,1,0,1,0
eng_4876893c2a4ae35f5ccccf866bd701f1_aug1,"Use the format ""Counterfactual [version]"":",0,0,0,1,0,0
eng_4876893c2a4ae35f5ccccf866bd701f1_aug2,Counterfactual 1:,0,0,0,1,0,0
eng_3538a450b9b5e19124b267592e6ed9de_aug1,Each version should have the same type and intensity,1,1,0,1,0,0
eng_3538a450b9b5e19124b267592e6ed9de_aug2,of polarization (stereotypes) but with a different but comparable group.,1,1,0,1,0,0
eng_66d51c764784fb1c78a692b7cb080a45_aug1,Make sure to replace the target group with different,1,1,1,1,1,0
eng_66d51c764784fb1c78a692b7cb080a45_aug2,"but comparable groups, while maintaining the same type and intensity of polarization.",1,1,1,1,1,0
eng_8df241a611d1befd20aa291ba1380d85_aug1,Preserve the same type and intensity of polarization,0,0,0,0,0,0
eng_8df241a611d1befd20aa291ba1380d85_aug2,"(stereotypes), but replace the target group with comparable but different groups.",0,0,0,0,0,0
eng_578aac3af79bbea6aa888e4d418f4652_aug1,Keep the same type and intensity of polarization (stereotypes),0,0,0,0,0,0
eng_578aac3af79bbea6aa888e4d418f4652_aug2,and replace the target group with a different but comparable group. The new group must not be,0,0,0,0,0,0
eng_5d28da9bdf52351d51cf85b13b9ac0d4_aug1,"You may replace the target group with a different group, while preserving the same type and intensity of polarization.",1,1,1,1,0,0
eng_5d28da9bdf52351d51cf85b13b9ac0d4_aug2,An open racist is fine in leadership. He broke down when the US provided military aid to Ukraine. He doesn't want the US to exist. It would be nice to have one party without people who openly hate Americans in leadership.,1,1,1,1,0,0
eng_4dd41aaea6fcf9f5f27a40bff2920f8a_aug1,"Each should preserve stereotypes, vilification, and dehumanization,",0,0,0,0,0,0
eng_4dd41aaea6fcf9f5f27a40bff2920f8a_aug2,and replace the target group with a comparable one.,0,0,0,0,0,0
eng_988f94583c05d798ac62b4210b952609_aug1,Use the following groups:,0,1,0,1,1,0
eng_988f94583c05d798ac62b4210b952609_aug2,*   African Americans,0,1,0,1,1,0
eng_e411068edbf2e08f4d875801e87e32ec_aug1,Use the same structure and sentiment as the original sentence.,1,1,0,1,0,0
eng_e411068edbf2e08f4d875801e87e32ec_aug2,1.,1,1,0,1,0,0
eng_0c3794e88ac510760d7b3c2c3c64ad38_aug1,Each version should replace the target group,1,0,0,1,1,1
eng_0c3794e88ac510760d7b3c2c3c64ad38_aug2,with different but comparable groups.,1,0,0,1,1,1
eng_8d1e0c3bf1a2369f5f38dfa33d80f55e_aug1,You can change the target group (Daily Mail) but keep the same type and intensity of polarization. Use the same tone and style as the original sentence.,0,1,0,1,0,0
eng_8d1e0c3bf1a2369f5f38dfa33d80f55e_aug2,Alternative sentence 1:,0,1,0,1,0,0
eng_2980dd3fd9a2200059308bc3fb948cc2_aug1,Please replace the target group with different but comparable groups while preserving the same type and intensity of polarization.,0,0,0,0,0,0
eng_2980dd3fd9a2200059308bc3fb948cc2_aug2,Line 1:,0,0,0,0,0,0
eng_4f08e1e6cd2396677386e1433243b337_aug1,Each sentence should have the same type and intensity,0,1,1,1,1,1
eng_4f08e1e6cd2396677386e1433243b337_aug2,"of polarization (stereotypes, vilification), but replace the target group with a different but comparable",0,1,1,1,1,1
eng_80c1f52c050ba9c7705612d9a5bb0f09_aug1,Each alternative version should be:,0,1,1,1,1,1
eng_80c1f52c050ba9c7705612d9a5bb0f09_aug2,- Stereotypical (replacing a specific group with another group known for similar traits),0,1,1,1,1,1
eng_4d188ccdfb84eeeaed31b7f28af538ca_aug1,Each version should replace the target groups with different but comparable groups.,0,0,0,1,0,0
eng_4d188ccdfb84eeeaed31b7f28af538ca_aug2,this is how ageism and ableism looks like,0,0,0,1,0,0
eng_2448fe3a0332d55cb96e5b246123f0cd_aug1,In the,0,1,1,1,1,0
eng_2448fe3a0332d55cb96e5b246123f0cd_aug2,"alternative sentences, replace the target group with the elderly or veterans.",0,1,1,1,1,0
eng_84d496be0604ced7887fbccc24d8038d_aug1,"Preserve the same type and intensity of polarization,",0,1,0,1,1,0
eng_84d496be0604ced7887fbccc24d8038d_aug2,but replace the target group with different but comparable groups. Use a template with the,0,1,0,1,1,0
eng_c9d449c40648a445f6e6264458a21442_aug1,For example:,0,0,1,1,1,0
eng_c9d449c40648a445f6e6264458a21442_aug2,Alternative 1:,0,0,1,1,1,0
eng_3313cf6b9488a6d5634a56997c695b91_aug1,Please make that the sentence preserved the same,0,0,0,0,0,0
eng_3313cf6b9488a6d5634a56997c695b91_aug2,"type and intensity of polarization (stereotypes), but with a different target group:",0,0,0,0,0,0
eng_bf61f7a031360e1fd4007548ee599875_aug1,Each version should replace the target group with,1,1,1,0,0,0
